"kodjaz","typvaz","akrcis1","kodcis1","chodnota1","text1","akrcis2","kodcis2","chodnota2","text2"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0100","Praha","NUTS3-2004",108,"CZ010","Hlavní město Praha"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0201","Benešov","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0202","Beroun","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0203","Kladno","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0204","Kolín","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0205","Kutná Hora","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0206","Mělník","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0207","Mladá Boleslav","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0208","Nymburk","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0209","Praha-východ","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ020A","Praha-západ","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ020B","Příbram","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ020C","Rakovník","NUTS3-2004",108,"CZ020","Středočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0311","České Budějovice","NUTS3-2004",108,"CZ031","Jihočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0312","Český Krumlov","NUTS3-2004",108,"CZ031","Jihočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0313","Jindřichův Hradec","NUTS3-2004",108,"CZ031","Jihočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0314","Písek","NUTS3-2004",108,"CZ031","Jihočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0315","Prachatice","NUTS3-2004",108,"CZ031","Jihočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0316","Strakonice","NUTS3-2004",108,"CZ031","Jihočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0317","Tábor","NUTS3-2004",108,"CZ031","Jihočeský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0321","Domažlice","NUTS3-2004",108,"CZ032","Plzeňský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0322","Klatovy","NUTS3-2004",108,"CZ032","Plzeňský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0323","Plzeň-město","NUTS3-2004",108,"CZ032","Plzeňský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0324","Plzeň-jih","NUTS3-2004",108,"CZ032","Plzeňský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0325","Plzeň-sever","NUTS3-2004",108,"CZ032","Plzeňský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0326","Rokycany","NUTS3-2004",108,"CZ032","Plzeňský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0327","Tachov","NUTS3-2004",108,"CZ032","Plzeňský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0411","Cheb","NUTS3-2004",108,"CZ041","Karlovarský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0412","Karlovy Vary","NUTS3-2004",108,"CZ041","Karlovarský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0413","Sokolov","NUTS3-2004",108,"CZ041","Karlovarský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0421","Děčín","NUTS3-2004",108,"CZ042","Ústecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0422","Chomutov","NUTS3-2004",108,"CZ042","Ústecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0423","Litoměřice","NUTS3-2004",108,"CZ042","Ústecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0424","Louny","NUTS3-2004",108,"CZ042","Ústecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0425","Most","NUTS3-2004",108,"CZ042","Ústecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0426","Teplice","NUTS3-2004",108,"CZ042","Ústecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0427","Ústí nad Labem","NUTS3-2004",108,"CZ042","Ústecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0511","Česká Lípa","NUTS3-2004",108,"CZ051","Liberecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0512","Jablonec nad Nisou","NUTS3-2004",108,"CZ051","Liberecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0513","Liberec","NUTS3-2004",108,"CZ051","Liberecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0514","Semily","NUTS3-2004",108,"CZ051","Liberecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0521","Hradec Králové","NUTS3-2004",108,"CZ052","Královéhradecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0522","Jičín","NUTS3-2004",108,"CZ052","Královéhradecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0523","Náchod","NUTS3-2004",108,"CZ052","Královéhradecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0524","Rychnov nad Kněžnou","NUTS3-2004",108,"CZ052","Královéhradecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0525","Trutnov","NUTS3-2004",108,"CZ052","Královéhradecký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0531","Chrudim","NUTS3-2004",108,"CZ053","Pardubický kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0532","Pardubice","NUTS3-2004",108,"CZ053","Pardubický kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0533","Svitavy","NUTS3-2004",108,"CZ053","Pardubický kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0534","Ústí nad Orlicí","NUTS3-2004",108,"CZ053","Pardubický kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0631","Havlíčkův Brod","NUTS3-2004",108,"CZ063","Kraj Vysočina"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0632","Jihlava","NUTS3-2004",108,"CZ063","Kraj Vysočina"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0633","Pelhřimov","NUTS3-2004",108,"CZ063","Kraj Vysočina"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0634","Třebíč","NUTS3-2004",108,"CZ063","Kraj Vysočina"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0635","Žďár nad Sázavou","NUTS3-2004",108,"CZ063","Kraj Vysočina"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0641","Blansko","NUTS3-2004",108,"CZ064","Jihomoravský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0642","Brno-město","NUTS3-2004",108,"CZ064","Jihomoravský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0643","Brno-venkov","NUTS3-2004",108,"CZ064","Jihomoravský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0644","Břeclav","NUTS3-2004",108,"CZ064","Jihomoravský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0645","Hodonín","NUTS3-2004",108,"CZ064","Jihomoravský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0646","Vyškov","NUTS3-2004",108,"CZ064","Jihomoravský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0647","Znojmo","NUTS3-2004",108,"CZ064","Jihomoravský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0711","Jeseník","NUTS3-2004",108,"CZ071","Olomoucký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0712","Olomouc","NUTS3-2004",108,"CZ071","Olomoucký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0713","Prostějov","NUTS3-2004",108,"CZ071","Olomoucký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0714","Přerov","NUTS3-2004",108,"CZ071","Olomoucký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0715","Šumperk","NUTS3-2004",108,"CZ071","Olomoucký kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0721","Kroměříž","NUTS3-2004",108,"CZ072","Zlínský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0722","Uherské Hradiště","NUTS3-2004",108,"CZ072","Zlínský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0723","Vsetín","NUTS3-2004",108,"CZ072","Zlínský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0724","Zlín","NUTS3-2004",108,"CZ072","Zlínský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0801","Bruntál","NUTS3-2004",108,"CZ080","Moravskoslezský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0802","Frýdek-Místek","NUTS3-2004",108,"CZ080","Moravskoslezský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0803","Karviná","NUTS3-2004",108,"CZ080","Moravskoslezský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0804","Nový Jičín","NUTS3-2004",108,"CZ080","Moravskoslezský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0805","Opava","NUTS3-2004",108,"CZ080","Moravskoslezský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZ0806","Ostrava-město","NUTS3-2004",108,"CZ080","Moravskoslezský kraj"
"CS","Hierarchie číselníků","OKRES_LAU",109,"CZZZZZ","Extra-Regio","NUTS3-2004",108,"CZZZZ","Extra-Regio"